timestamp,T_amb,RH,v,G,T_sky,Q_net
2026-06-19 06:50:00,22.3,73.40000000000003,0.8559999999999997,115.20000000000041,-22.010000000000034,-39.635375916666646
2026-06-19 06:55:00,22.36,73.20000000000003,0.7059999999999997,128.4000000000004,-21.710000000000036,-41.13536289999998
2026-06-19 07:00:00,22.66,72.40000000000003,0.3939999999999997,141.9000000000004,-21.870000000000033,-39.79333869999998
2026-06-19 07:05:00,22.97,71.40000000000003,0.44699999999999973,155.0000000000004,-22.170000000000037,-39.27151904999998
2026-06-19 07:10:00,23.31,70.10000000000004,0.4619999999999997,167.90000000000038,-21.980000000000036,-37.553215533333315
2026-06-19 07:15:00,23.67,69.10000000000004,0.35299999999999965,181.1000000000004,-21.8,-33.79654488333331
2026-06-19 07:20:00,24.02,68.30000000000004,0.4129999999999997,195.8000000000004,-21.59000000000004,-36.65891531666664
2026-06-19 07:25:00,24.18,68.00000000000003,0.5199999999999997,211.5000000000004,-21.440000000000037,-33.41487744166665
2026-06-19 07:30:00,24.34,67.30000000000004,0.46899999999999975,227.5000000000004,-21.350000000000037,-28.548946524999984
2026-06-19 07:35:00,24.66,65.90000000000003,0.4269999999999997,243.1000000000004,-21.480000000000032,-32.15199278333331
2026-06-19 07:40:00,24.69,66.00000000000003,0.5199999999999996,258.0000000000004,-21.70000000000003,-27.33886601166665
2026-06-19 07:45:00,24.57,66.80000000000004,0.5809999999999997,271.4000000000004,-21.63000000000003,-21.52863454499998
2026-06-19 07:50:00,24.78,66.70000000000005,0.5869999999999996,283.4000000000004,-21.330000000000034,-26.212331366666646
2026-06-19 07:55:00,25.19,65.80000000000004,0.6139999999999997,295.60000000000036,-21.450000000000035,-28.914445833333314
2026-06-19 08:00:00,25.580000000000002,64.20000000000005,0.6409999999999996,308.7000000000004,-21.520000000000035,-25.19550822499998
2026-06-19 08:05:00,26.03,62.400000000000034,0.6589999999999996,322.8000000000004,-21.070000000000036,-25.094824108333313
2026-06-19 08:10:00,26.43,61.10000000000004,0.6489999999999996,336.2000000000004,-21.120000000000037,-25.052165363333316
2026-06-19 08:15:00,26.310000000000002,61.20000000000003,0.9189999999999997,349.7000000000004,-21.310000000000038,-16.37032651099998
2026-06-19 08:20:00,26.25,61.20000000000003,0.7779999999999997,363.2000000000004,-21.120000000000033,-14.544804257666648
2026-06-19 08:25:00,26.65,59.500000000000036,0.8299999999999996,377.10000000000036,-20.980000000000032,-21.197005463333312
2026-06-19 08:30:00,26.889999999999997,57.60000000000004,2.3129999999999997,394.3000000000004,-20.960000000000036,-26.16243303666665
2026-06-19 08:35:00,26.99,56.8,2.7479999999999993,411.0000000000004,-20.800000000000036,-27.129916683333313
2026-06-19 08:40:00,27.1,56.70000000000003,1.4949999999999997,426.10000000000036,-20.480000000000036,-25.318226349999982
2026-06-19 08:45:00,27.28,56.500000000000036,1.5129999999999997,440.7000000000004,-20.160000000000036,-19.83077236666665
2026-06-19 08:50:00,27.31,56.70000000000003,2.0119999999999996,455.60000000000036,-19.920000000000037,-17.232010049999978
2026-06-19 08:55:00,27.19,57.20000000000003,1.6869999999999996,472.8000000000004,-19.410000000000032,-16.92115988999998
2026-06-19 09:00:00,27.35,57.000000000000036,1.1609999999999996,488.60000000000036,-19.070000000000036,-15.632693793333315
2026-06-19 09:05:00,27.63,56.500000000000036,1.0809999999999995,500.9000000000004,-19.100000000000037,-16.164412726666647
2026-06-19 09:10:00,27.65,56.70000000000003,1.6469999999999994,514.0000000000005,-19.450000000000035,-12.795555571666647
2026-06-19 09:15:00,27.590000000000003,57.0,2.0039999999999996,532.0000000000005,-19.450000000000035,-10.784274158333314
2026-06-19 09:20:00,27.8,56.60000000000004,1.5899999999999994,548.3000000000004,-18.870000000000037,-11.944591938333314
2026-06-19 09:25:00,27.96,56.000000000000036,1.4559999999999995,561.2000000000005,-18.830000000000034,-7.033064677333314
2026-06-19 09:30:00,28.119999999999997,55.500000000000036,1.6529999999999996,574.7000000000005,-19.390000000000036,-4.274153327166649
2026-06-19 09:35:00,28.310000000000002,55.000000000000036,1.4169999999999996,589.3000000000004,-19.500000000000036,-7.554537011999983
2026-06-19 09:40:00,28.17,55.000000000000036,2.0519999999999996,606.3000000000004,-19.130000000000038,-7.2486865138333165
2026-06-19 09:45:00,28.0,55.400000000000034,2.5809999999999995,622.4000000000004,-18.940000000000033,-4.116133108333316
2026-06-19 09:50:00,28.14,55.10000000000004,2.1159999999999997,637.0000000000005,-18.890000000000036,-4.1715009264999825
2026-06-19 09:55:00,28.63,54.20000000000003,1.3719999999999997,648.9000000000003,-18.790000000000035,-2.071901775999983
2026-06-19 10:00:00,28.979999999999997,53.20000000000003,1.6219999999999997,661.3000000000004,-19.070000000000036,4.3052336638333495
2026-06-19 10:05:00,28.96,52.6,2.053,674.4000000000004,-19.190000000000037,4.397878701666683
2026-06-19 10:10:00,28.990000000000002,52.6,1.5979999999999999,685.9000000000004,-18.790000000000035,2.1228325860000163
2026-06-19 10:15:00,29.17,52.20000000000003,1.6089999999999995,698.9000000000004,-18.430000000000035,1.452528642226683
2026-06-19 10:20:00,29.17,51.70000000000003,1.9489999999999998,711.6000000000004,-18.590000000000035,2.1622942313933495
2026-06-19 10:25:00,29.14,51.70000000000003,1.89,724.3000000000004,-18.500000000000036,5.068823102500016
2026-06-19 10:30:00,29.299999999999997,50.500000000000036,1.7129999999999999,739.2000000000004,-18.250000000000036,7.31625570083335
2026-06-19 10:35:00,29.439999999999998,49.10000000000004,2.0359999999999996,752.8000000000004,-18.570000000000036,9.836281671833351
2026-06-19 10:40:00,29.4,49.10000000000004,2.014,764.7000000000005,-18.670000000000037,9.533655875000015
2026-06-19 10:45:00,29.560000000000002,48.900000000000034,1.8999999999999997,776.2000000000005,-18.740000000000038,9.46880900333335
2026-06-19 10:50:00,29.700000000000003,48.500000000000036,2.252,787.8000000000004,-19.090000000000035,8.750191271666683
2026-06-19 10:55:00,29.830000000000002,47.60000000000004,2.0409999999999995,799.3000000000004,-19.070000000000036,8.885411417000018
2026-06-19 11:00:00,30.18,45.500000000000036,1.4339999999999997,806.3000000000004,-18.960000000000036,14.377959957000018
2026-06-19 11:05:00,30.32,44.2,1.2799999999999998,813.3000000000004,-19.410000000000036,13.39675836383335
2026-06-19 11:10:00,30.58,44.2,1.1479999999999997,824.4000000000004,-19.200000000000035,18.96674160550002
2026-06-19 11:15:00,30.82,44.30000000000004,1.3969999999999998,835.2000000000004,-18.790000000000035,23.49458416833335
2026-06-19 11:20:00,30.86,44.30000000000004,1.5349999999999997,842.4000000000003,-18.880000000000038,17.028884205000015
2026-06-19 11:25:00,30.83,44.2,1.2739999999999998,850.7000000000004,-18.910000000000032,19.03064402166668
2026-06-19 11:30:00,30.92,44.10000000000004,1.533,860.4000000000003,-18.700000000000035,17.734732091666682
2026-06-19 11:35:00,31.240000000000002,43.70000000000003,1.5689999999999997,869.1000000000004,-18.740000000000038,18.985689285000014
2026-06-19 11:40:00,31.519999999999996,42.900000000000034,1.2789999999999997,876.0000000000005,-19.750000000000036,27.675697764666687
2026-06-19 11:45:00,31.619999999999997,42.20000000000003,1.1279999999999997,880.8000000000004,-20.800000000000036,24.93283389633335
2026-06-19 11:50:00,31.52,41.70000000000003,1.1079999999999997,886.6000000000004,-20.730000000000036,23.751235251666678
2026-06-19 11:55:00,31.759999999999998,40.80000000000004,1.2459999999999998,889.1000000000004,-20.230000000000036,22.907447350000012
2026-06-19 12:00:00,32.03,39.60000000000004,1.2329999999999999,892.7000000000004,-20.130000000000038,21.605275093333347
2026-06-19 12:05:00,32.16,39.20000000000003,0.9029999999999998,896.2000000000004,-20.340000000000035,27.35514276666668
2026-06-19 12:10:00,32.489999999999995,39.30000000000004,1.013,901.1000000000004,-19.770000000000035,30.87974078333335
2026-06-19 12:15:00,32.489999999999995,39.30000000000004,1.4419999999999997,907.3000000000004,-18.270000000000035,32.521953973333346
2026-06-19 12:20:00,31.79,39.900000000000034,2.07,909.8000000000004,-17.760000000000034,39.376329165000016
2026-06-19 12:25:00,31.310000000000002,40.500000000000036,2.0749999999999997,921.1000000000004,-17.460000000000036,35.75779242500001
2026-06-19 12:30:00,31.69,40.30000000000004,1.8179999999999996,935.0000000000005,-16.850000000000037,25.80469102666668
2026-06-19 12:35:00,31.77,40.0,2.3049999999999997,937.9000000000004,-17.380000000000035,34.038693895000016
2026-06-19 12:40:00,31.919999999999998,39.60000000000004,2.1309999999999993,936.9000000000004,-17.470000000000034,29.69583724166668
2026-06-19 12:45:00,32.3,38.900000000000034,2.0649999999999995,939.5000000000005,-17.70000000000004,21.734641647166683
2026-06-19 12:50:00,32.22,38.80000000000004,1.9839999999999998,944.0000000000005,-18.560000000000038,28.43592187216668
2026-06-19 12:55:00,32.3,38.900000000000034,1.3389999999999995,945.8000000000004,-18.940000000000033,34.273295906666675
2026-06-19 13:00:00,32.59,38.60000000000004,1.0809999999999995,942.9000000000003,-19.090000000000035,34.097265438333345
2026-06-19 13:05:00,32.91,38.000000000000036,0.9369999999999996,938.8000000000004,-19.010000000000034,27.82390543500001
2026-06-19 13:10:00,32.92,37.900000000000034,1.8009999999999995,941.4000000000003,-18.730000000000032,33.331250558333345
2026-06-19 13:15:00,32.769999999999996,38.2,1.6919999999999995,939.9000000000003,-17.960000000000036,38.785699570000006
2026-06-19 13:20:00,33.08,37.80000000000004,0.7129999999999996,934.3000000000004,-17.860000000000035,33.90256730500001
2026-06-19 13:25:00,33.43,37.20000000000003,1.1979999999999995,937.0000000000005,-18.320000000000036,28.10259765666668
2026-06-19 13:30:00,33.64,36.900000000000034,1.4939999999999996,937.3000000000004,-18.460000000000036,28.195040843333345
2026-06-19 13:35:00,33.85,36.70000000000003,1.2729999999999997,932.4000000000003,-18.290000000000035,30.500955391666675
2026-06-19 13:40:00,33.95,36.500000000000036,1.1519999999999997,925.5000000000005,-17.23000000000004,29.788659406666678
2026-06-19 13:45:00,33.94,36.500000000000036,1.3599999999999994,922.7000000000004,-16.670000000000037,29.75758745166668
2026-06-19 13:50:00,34.04,36.70000000000003,1.4839999999999995,926.7000000000004,-17.120000000000037,29.400763238333347
2026-06-19 13:55:00,34.05,36.900000000000034,1.1799999999999995,914.6000000000004,-14.840000000000035,34.10294069333335
