[Connect DataFile][2.1]
Date:	20/04/2026
Time:	11:19:49
Unit:	°C
Resolution:	60,000/0,100
Values:	12
SnapshotTrigger:	0	0,0
MeasurementTrigger:	0	0,0
Time	TProc	TInt	TBox	TAvg	T_2C	T_1C	Attenuation	Eps.	Value	Vcc	TAmb	TAct	CompressionIdx	Time absolute	ImageIdx	ImageValue
003:08:00,000	-38,8	26,9	27,4	-38,8	0,0	0,0	0,0	0,950	0,000	5023,769	0,0	-38,6		14:27:49:473		
003:09:00,000	-38,6	26,2	26,8	-38,6	0,0	0,0	0,0	0,950	0,000	5023,287	0,0	-38,4		14:28:49:473		
003:10:00,000	-37,8	25,9	26,4	-37,8	0,0	0,0	0,0	0,950	0,000	5023,275	0,0	-37,6		14:29:49:473		
003:11:00,000	-36,9	26,6	26,3	-36,9	0,0	0,0	0,0	0,950	0,000	5023,629	0,0	-36,7		14:30:49:473		
003:12:00,000	-35,6	26,9	26,5	-35,6	0,0	0,0	0,0	0,950	0,000	5023,889	0,0	-35,4		14:31:49:473		
003:13:00,000	-35,0	27,0	26,6	-35,1	0,0	0,0	0,0	0,950	0,000	5023,605	0,0	-34,9		14:32:49:473		
003:14:00,000	-35,6	27,5	26,9	-35,6	0,0	0,0	0,0	0,950	0,000	5024,593	0,0	-35,2		14:33:49:473		
003:15:00,000	-33,0	28,5	27,8	-33,1	0,0	0,0	0,0	0,950	0,000	5026,028	0,0	-32,9		14:34:49:473		
003:16:00,000	-18,1	28,9	28,2	-18,1	0,0	0,0	0,0	0,950	0,000	5026,037	0,0	-18,0		14:35:49:473		
003:17:00,000	0,5	28,5	28,2	0,5	0,0	0,0	0,0	0,950	0,000	5027,269	0,0	0,7		14:36:49:473		
003:18:00,000	8,7	28,1	28,1	8,7	0,0	0,0	0,0	0,950	0,000	5026,431	0,0	8,8		14:37:49:473		
003:19:00,000	10,8	26,9	27,6	10,8	0,0	0,0	0,0	0,950	0,000	5024,694	0,0	10,7		14:38:49:473		
003:20:00,000	10,3	25,4	26,2	10,3	0,0	0,0	0,0	0,950	0,000	5022,463	0,0	10,4		14:39:49:473		
003:21:00,000	9,5	24,3	25,1	9,5	0,0	0,0	0,0	0,950	0,000	5021,306	0,0	9,6		14:40:49:473		
003:22:00,000	12,2	24,0	24,4	12,2	0,0	0,0	0,0	0,950	0,000	5019,954	0,0	12,3		14:41:49:473		
003:23:00,000	11,9	24,4	24,3	11,9	0,0	0,0	0,0	0,950	0,000	5020,361	0,0	12,1		14:42:49:473		
003:24:00,000	6,4	24,7	24,3	6,4	0,0	0,0	0,0	0,950	0,000	5021,083	0,0	6,6		14:43:49:473		
003:25:00,000	-22,6	24,3	24,3	-22,6	0,0	0,0	0,0	0,950	0,000	5021,324	0,0	-22,6		14:44:49:473		
003:26:00,000	-35,3	24,7	24,3	-35,3	0,0	0,0	0,0	0,950	0,000	5022,009	0,0	-35,2		14:45:49:473		
003:27:00,000	-33,8	25,2	24,6	-33,8	0,0	0,0	0,0	0,950	0,000	5022,355	0,0	-33,8		14:46:49:473		
003:28:00,000	-22,7	26,6	25,6	-22,7	0,0	0,0	0,0	0,950	0,000	5022,862	0,0	-22,6		14:47:49:473		
003:29:00,000	-7,9	26,5	26,2	-7,9	0,0	0,0	0,0	0,950	0,000	5023,954	0,0	-7,8		14:48:49:473		
003:30:00,000	5,2	25,5	25,8	5,2	0,0	0,0	0,0	0,950	0,000	5022,798	0,0	5,3		14:49:49:473		
003:31:00,000	12,9	25,6	25,4	12,9	0,0	0,0	0,0	0,950	0,000	5021,879	0,0	12,9		14:50:49:473		
003:32:00,000	13,7	26,6	25,8	13,7	0,0	0,0	0,0	0,950	0,000	5022,926	0,0	13,9		14:51:49:473		
003:33:00,000	13,6	26,3	26,0	13,6	0,0	0,0	0,0	0,950	0,000	5022,972	0,0	13,7		14:52:49:473		
003:34:00,000	13,7	26,5	26,0	13,7	0,0	0,0	0,0	0,950	0,000	5023,275	0,0	13,7		14:53:49:473		
003:35:00,000	14,1	27,0	26,3	14,1	0,0	0,0	0,0	0,950	0,000	5023,148	0,0	14,3		14:54:49:473		
003:36:00,000	13,1	27,0	26,6	13,1	0,0	0,0	0,0	0,950	0,000	5024,431	0,0	13,0		14:55:49:473		
003:37:00,000	11,3	27,1	26,6	11,3	0,0	0,0	0,0	0,950	0,000	5025,037	0,0	11,5		14:56:49:473		
003:38:00,000	5,4	27,4	26,9	5,4	0,0	0,0	0,0	0,950	0,000	5024,787	0,0	5,3		14:57:49:473		
003:39:00,000	-9,1	27,7	27,2	-9,1	0,0	0,0	0,0	0,950	0,000	5024,741	0,0	-9,1		14:58:49:473		
003:40:00,000	-1,8	27,3	27,3	-1,8	0,0	0,0	0,0	0,950	0,000	5023,722	0,0	-1,4		14:59:49:473		
003:41:00,000	7,3	26,2	26,9	7,3	0,0	0,0	0,0	0,950	0,000	5025,486	0,0	7,5		15:00:49:473		
003:42:00,000	6,0	25,2	25,9	6,1	0,0	0,0	0,0	0,950	0,000	5022,796	0,0	6,2		15:01:49:473		
003:43:00,000	2,2	25,9	25,6	2,2	0,0	0,0	0,0	0,950	0,000	5022,435	0,0	2,3		15:02:49:473		
003:44:00,000	4,4	26,8	26,2	4,4	0,0	0,0	0,0	0,950	0,000	5024,472	0,0	4,5		15:03:49:473		
003:45:00,000	-0,1	26,6	26,5	-0,1	0,0	0,0	0,0	0,950	0,000	5023,229	0,0	0,1		15:04:49:473		
003:46:00,000	-11,2	25,8	26,5	-11,2	0,0	0,0	0,0	0,950	0,000	5022,500	0,0	-11,0		15:05:49:473		
003:47:00,000	0,6	25,3	26,1	0,6	0,0	0,0	0,0	0,950	0,000	5024,556	0,0	0,8		15:06:49:473		
003:48:00,000	-6,6	24,0	25,0	-6,6	0,0	0,0	0,0	0,950	0,000	5021,796	0,0	-6,6		15:07:49:473		
003:49:00,000	-24,4	23,4	24,0	-24,4	0,0	0,0	0,0	0,950	0,000	5020,611	0,0	-24,4		15:08:49:473		
003:50:00,000	-33,1	23,7	23,8	-33,1	0,0	0,0	0,0	0,950	0,000	5020,239	0,0	-32,8		15:09:49:473		
003:51:00,000	-31,1	24,0	23,8	-31,1	0,0	0,0	0,0	0,950	0,000	5020,879	0,0	-31,0		15:10:49:473		
003:52:00,000	-32,7	24,3	23,8	-32,7	0,0	0,0	0,0	0,950	0,000	5020,713	0,0	-32,6		15:11:49:473		
003:53:00,000	-33,5	24,7	24,1	-33,5	0,0	0,0	0,0	0,950	0,000	5021,065	0,0	-33,3		15:12:49:473		
003:54:00,000	-30,7	24,8	24,3	-30,7	0,0	0,0	0,0	0,950	0,000	5020,936	0,0	-30,5		15:13:49:473		
003:55:00,000	-12,4	25,2	24,6	-12,4	0,0	0,0	0,0	0,950	0,000	5021,907	0,0	-12,2		15:14:49:473		
003:56:00,000	6,1	25,6	25,0	6,2	0,0	0,0	0,0	0,950	0,000	5023,398	0,0	6,2		15:15:49:473		
003:57:00,000	4,6	25,6	25,1	4,6	0,0	0,0	0,0	0,950	0,000	5022,519	0,0	4,5		15:16:49:473		
003:58:00,000	-3,0	25,6	25,1	-3,0	0,0	0,0	0,0	0,950	0,000	5022,083	0,0	-3,0		15:17:49:473		
003:59:00,000	-10,4	25,6	25,1	-10,4	0,0	0,0	0,0	0,950	0,000	5022,491	0,0	-10,4		15:18:49:473		
004:00:00,000	-33,4	26,2	25,6	-33,4	0,0	0,0	0,0	0,950	0,000	5023,287	0,0	-33,3		15:19:49:473		
004:01:00,000	-34,6	25,7	25,7	-34,6	0,0	0,0	0,0	0,950	0,000	5022,833	0,0	-34,4		15:20:49:473		
004:02:00,000	-35,0	25,9	25,7	-35,0	0,0	0,0	0,0	0,950	0,000	5022,844	0,0	-35,0		15:21:49:473		
004:03:00,000	-35,0	27,1	26,3	-34,9	0,0	0,0	0,0	0,950	0,000	5024,000	0,0	-34,9		15:22:49:473		
004:04:00,000	-35,7	27,0	26,6	-35,7	0,0	0,0	0,0	0,950	0,000	5023,806	0,0	-35,5		15:23:49:473		
004:05:00,000	-34,3	27,2	26,7	-34,3	0,0	0,0	0,0	0,950	0,000	5024,167	0,0	-34,2		15:24:49:473		
004:06:00,000	-31,2	27,7	27,1	-31,2	0,0	0,0	0,0	0,950	0,000	5024,110	0,0	-31,2		15:25:49:473		
004:07:00,000	-29,7	28,2	27,6	-29,8	0,0	0,0	0,0	0,950	0,000	5025,676	0,0	-29,8		15:26:49:473		
004:08:00,000	-35,1	28,2	27,7	-35,0	0,0	0,0	0,0	0,950	0,000	5026,093	0,0	-34,9		15:27:49:473		
004:09:00,000	-34,6	28,5	27,9	-34,6	0,0	0,0	0,0	0,950	0,000	5026,477	0,0	-34,4		15:28:49:473		
004:10:00,000	-34,8	28,9	28,3	-34,7	0,0	0,0	0,0	0,950	0,000	5026,852	0,0	-34,7		15:29:49:473		
004:11:00,000	-34,9	28,0	28,2	-34,9	0,0	0,0	0,0	0,950	0,000	5027,202	0,0	-34,7		15:30:49:473		
004:12:00,000	-34,9	27,7	27,9	-34,9	0,0	0,0	0,0	0,950	0,000	5025,528	0,0	-34,7		15:31:49:473		
004:13:00,000	-35,6	27,8	27,6	-35,5	0,0	0,0	0,0	0,950	0,000	5025,602	0,0	-35,3		15:32:49:473		
004:14:00,000	-36,8	28,2	27,7	-36,8	0,0	0,0	0,0	0,950	0,000	5025,611	0,0	-36,8		15:33:49:473		
004:15:00,000	-38,9	28,1	27,9	-38,9	0,0	0,0	0,0	0,950	0,000	5026,064	0,0	-38,8		15:34:49:473		
004:16:00,000	-37,4	28,4	28,0	-37,4	0,0	0,0	0,0	0,950	0,000	5025,750	0,0	-37,2		15:35:49:473		
004:17:00,000	-36,7	28,3	28,1	-36,7	0,0	0,0	0,0	0,950	0,000	5026,250	0,0	-36,5		15:36:49:473		
004:18:00,000	-36,0	28,4	28,1	-36,0	0,0	0,0	0,0	0,950	0,000	5026,556	0,0	-35,9		15:37:49:473		
004:19:00,000	-35,2	28,3	28,1	-35,2	0,0	0,0	0,0	0,950	0,000	5026,945	0,0	-35,0		15:38:49:473		
004:20:00,000	-35,1	27,7	28,0	-35,1	0,0	0,0	0,0	0,950	0,000	5025,611	0,0	-35,1		15:39:49:473		
004:21:00,000	-35,7	26,8	27,3	-35,7	0,0	0,0	0,0	0,950	0,000	5024,111	0,0	-35,6		15:40:49:473		
004:22:00,000	-35,7	26,4	26,6	-35,7	0,0	0,0	0,0	0,950	0,000	5023,275	0,0	-35,6		15:41:49:473		
004:23:00,000	-32,9	27,3	26,8	-32,9	0,0	0,0	0,0	0,950	0,000	5024,167	0,0	-32,7		15:42:49:473		
004:24:00,000	-14,7	28,3	27,6	-14,7	0,0	0,0	0,0	0,950	0,000	5025,463	0,0	-14,5		15:43:49:473		
004:25:00,000	5,6	28,3	28,1	5,6	0,0	0,0	0,0	0,950	0,000	5027,407	0,0	5,8		15:44:49:473		
004:26:00,000	9,1	27,1	27,8	9,1	0,0	0,0	0,0	0,950	0,000	5026,194	0,0	9,1		15:45:49:473		
004:27:00,000	11,0	26,5	27,1	11,0	0,0	0,0	0,0	0,950	0,000	5024,945	0,0	11,2		15:46:49:473		
004:28:00,000	11,8	26,4	26,7	11,8	0,0	0,0	0,0	0,950	0,000	5023,972	0,0	11,8		15:47:49:473		
004:29:00,000	9,5	26,8	26,6	9,6	0,0	0,0	0,0	0,950	0,000	5025,111	0,0	9,7		15:48:49:473		
004:30:00,000	4,3	26,7	26,6	4,3	0,0	0,0	0,0	0,950	0,000	5024,019	0,0	4,3		15:49:49:473		
004:31:00,000	-2,2	26,3	26,5	-2,2	0,0	0,0	0,0	0,950	0,000	5023,871	0,0	-2,1		15:50:49:473		
004:32:00,000	-7,8	25,8	26,1	-7,7	0,0	0,0	0,0	0,950	0,000	5023,129	0,0	-7,7		15:51:49:473		
004:33:00,000	-15,5	26,5	26,0	-15,5	0,0	0,0	0,0	0,950	0,000	5023,944	0,0	-15,4		15:52:49:473		
004:34:00,000	-25,4	26,3	26,1	-25,4	0,0	0,0	0,0	0,950	0,000	5032,009	0,0	-25,3		15:53:49:473		
004:35:00,000	-34,2	26,1	26,1	-34,2	0,0	0,0	0,0	0,950	0,000	5027,615	0,0	-34,0		15:54:49:473		
004:36:00,000	-35,5	25,9	26,1	-35,5	0,0	0,0	0,0	0,950	0,000	5023,602	0,0	-35,3		15:55:49:473		
004:37:00,000	-36,7	25,7	26,1	-36,7	0,0	0,0	0,0	0,950	0,000	5024,935	0,0	-36,7		15:56:49:473		
004:38:00,000	-36,3	25,9	26,0	-36,3	0,0	0,0	0,0	0,950	0,000	5023,500	0,0	-36,0		15:57:49:473		
004:39:00,000	-35,0	26,6	26,1	-35,0	0,0	0,0	0,0	0,950	0,000	5025,296	0,0	-34,8		15:58:49:473		
004:40:00,000	-32,2	27,3	26,7	-32,2	0,0	0,0	0,0	0,950	0,000	5023,944	0,0	-32,0		15:59:49:473		
004:41:00,000	-34,6	28,3	27,6	-34,6	0,0	0,0	0,0	0,950	0,000	5028,417	0,0	-34,4		16:00:49:473		
004:42:00,000	-36,1	28,5	28,1	-36,1	0,0	0,0	0,0	0,950	0,000	5033,648	0,0	-35,7		16:01:49:473		
004:43:00,000	-35,3	28,1	28,2	-35,3	0,0	0,0	0,0	0,950	0,000	5028,542	0,0	-35,4		16:02:49:473		
004:44:00,000	-36,6	27,5	27,8	-36,6	0,0	0,0	0,0	0,950	0,000	5025,611	0,0	-36,3		16:03:49:473		
004:45:00,000	-36,2	26,8	27,2	-36,2	0,0	0,0	0,0	0,950	0,000	5026,379	0,0	-36,0		16:04:49:473		
004:46:00,000	-35,7	26,4	26,7	-35,7	0,0	0,0	0,0	0,950	0,000	5023,556	0,0	-35,5		16:05:49:473		
004:47:00,000	-36,6	26,1	26,4	-36,7	0,0	0,0	0,0	0,950	0,000	5027,621	0,0	-36,5		16:06:49:473		
004:48:00,000	-36,0	26,1	26,2	-36,0	0,0	0,0	0,0	0,950	0,000	5026,981	0,0	-35,8		16:07:49:473		
004:49:00,000	-33,7	26,6	26,3	-33,7	0,0	0,0	0,0	0,950	0,000	5026,731	0,0	-33,6		16:08:49:473		
004:50:00,000	-33,4	27,7	27,0	-33,4	0,0	0,0	0,0	0,950	0,000	5022,148	0,0	-33,2		16:09:49:473		
004:51:00,000	-35,8	27,2	27,3	-35,8	0,0	0,0	0,0	0,950	0,000	5022,852	0,0	-35,6		16:10:49:473		
004:52:00,000	-35,4	27,1	27,1	-35,4	0,0	0,0	0,0	0,950	0,000	5023,917	0,0	-35,3		16:11:49:473		
004:53:00,000	-35,9	27,8	27,2	-35,9	0,0	0,0	0,0	0,950	0,000	5029,056	0,0	-35,7		16:12:49:473		
004:54:00,000	-36,6	27,9	27,6	-36,6	0,0	0,0	0,0	0,950	0,000	5029,121	0,0	-36,6		16:13:49:473		
004:55:00,000	-36,8	27,6	27,6	-36,8	0,0	0,0	0,0	0,950	0,000	5029,176	0,0	-36,5		16:14:49:473		
004:56:00,000	-35,9	27,6	27,6	-35,9	0,0	0,0	0,0	0,950	0,000	5030,121	0,0	-35,6		16:15:49:473		
004:57:00,000	-35,4	27,0	27,3	-35,4	0,0	0,0	0,0	0,950	0,000	5025,037	0,0	-35,1		16:16:49:473		
004:58:00,000	-35,2	26,1	26,6	-35,2	0,0	0,0	0,0	0,950	0,000	5024,454	0,0	-34,9		16:17:49:473		
004:59:00,000	-35,2	26,0	26,3	-35,2	0,0	0,0	0,0	0,950	0,000	5025,757	0,0	-35,0		16:18:49:473		
005:00:00,000	-35,3	25,6	26,0	-35,3	0,0	0,0	0,0	0,950	0,000	5023,343	0,0	-35,2		16:19:49:473		
005:01:00,000	-34,9	25,4	25,8	-34,8	0,0	0,0	0,0	0,950	0,000	5022,556	0,0	-34,8		16:20:49:473		
005:02:00,000	-34,9	25,4	25,6	-34,9	0,0	0,0	0,0	0,950	0,000	5023,402	0,0	-34,9		16:21:49:473		
005:03:00,000	-35,3	26,1	25,7	-35,3	0,0	0,0	0,0	0,950	0,000	5022,963	0,0	-35,1		16:22:49:473		
005:04:00,000	-36,2	26,1	25,8	-36,2	0,0	0,0	0,0	0,950	0,000	5022,713	0,0	-36,0		16:23:49:473		
005:05:00,000	-34,2	26,6	26,1	-34,2	0,0	0,0	0,0	0,950	0,000	5023,869	0,0	-34,0		16:24:49:473		
005:06:00,000	-34,2	26,6	26,3	-34,1	0,0	0,0	0,0	0,950	0,000	5023,685	0,0	-34,0		16:25:49:473		
005:07:00,000	-33,6	26,7	26,3	-33,6	0,0	0,0	0,0	0,950	0,000	5024,241	0,0	-33,4		16:26:49:473		
005:08:00,000	-34,0	27,1	26,7	-34,0	0,0	0,0	0,0	0,950	0,000	5024,991	0,0	-33,9		16:27:49:473		
005:09:00,000	-34,9	27,4	27,0	-34,9	0,0	0,0	0,0	0,950	0,000	5024,472	0,0	-34,7		16:28:49:473		
005:10:00,000	-35,0	27,5	27,1	-35,0	0,0	0,0	0,0	0,950	0,000	5024,871	0,0	-35,0		16:29:49:473		
005:11:00,000	-35,1	28,0	27,6	-35,1	0,0	0,0	0,0	0,950	0,000	5025,546	0,0	-34,8		16:30:49:473		
005:12:00,000	-34,2	28,3	28,0	-34,3	0,0	0,0	0,0	0,950	0,000	5026,953	0,0	-34,4		16:31:49:473		
005:13:00,000	-34,1	28,8	28,4	-34,1	0,0	0,0	0,0	0,950	0,000	5027,287	0,0	-33,9		16:32:49:473		
005:14:00,000	-33,9	29,0	28,6	-33,9	0,0	0,0	0,0	0,950	0,000	5028,065	0,0	-33,7		16:33:49:473		
005:15:00,000	-34,7	28,9	28,8	-34,7	0,0	0,0	0,0	0,950	0,000	5028,027	0,0	-34,2		16:34:49:473		
005:16:00,000	-35,3	27,6	28,1	-35,3	0,0	0,0	0,0	0,950	0,000	5025,888	0,0	-35,2		16:35:49:473		
005:17:00,000	-34,9	26,6	27,1	-34,9	0,0	0,0	0,0	0,950	0,000	5026,621	0,0	-34,8		16:36:49:473		
005:18:00,000	-34,9	26,6	26,8	-34,9	0,0	0,0	0,0	0,950	0,000	5026,963	0,0	-34,7		16:37:49:473		
005:19:00,000	-34,0	26,8	26,8	-34,0	0,0	0,0	0,0	0,950	0,000	5024,361	0,0	-33,9		16:38:49:473		
005:20:00,000	-32,6	27,7	27,1	-32,6	0,0	0,0	0,0	0,950	0,000	5027,776	0,0	-32,4		16:39:49:473		
005:21:00,000	-33,3	28,2	27,6	-33,3	0,0	0,0	0,0	0,950	0,000	5026,815	0,0	-33,3		16:40:49:473		
005:22:00,000	-35,3	28,2	27,9	-35,3	0,0	0,0	0,0	0,950	0,000	5025,315	0,0	-35,2		16:41:49:473		
005:23:00,000	-36,0	28,0	27,9	-36,1	0,0	0,0	0,0	0,950	0,000	5025,713	0,0	-36,1		16:42:49:473		
005:24:00,000	-36,0	28,1	27,9	-35,9	0,0	0,0	0,0	0,950	0,000	5027,075	0,0	-35,9		16:43:49:473		
005:25:00,000	-36,1	27,4	27,7	-36,1	0,0	0,0	0,0	0,950	0,000	5024,694	0,0	-35,9		16:44:49:473		
005:26:00,000	-36,5	26,8	27,1	-36,5	0,0	0,0	0,0	0,950	0,000	5023,879	0,0	-36,4		16:45:49:473		
005:27:00,000	-36,7	26,6	27,0	-36,6	0,0	0,0	0,0	0,950	0,000	5024,843	0,0	-36,6		16:46:49:473		
005:28:00,000	-37,3	26,5	26,9	-37,3	0,0	0,0	0,0	0,950	0,000	5024,542	0,0	-37,1		16:47:49:473		
---------------------------------
End of File
