[Connect DataFile][2.1]
Date:	20/04/2026
Time:	16:59:18
Unit:	°C
Resolution:	60,000/0,100
Values:	12
SnapshotTrigger:	0	0,0
MeasurementTrigger:	0	0,0
Time	TProc	TInt	TBox	TAvg	T_2C	T_1C	Attenuation	Eps.	Value	Vcc	TAmb	TAct	CompressionIdx	Time absolute	ImageIdx	ImageValue
003:12:00,000	-39,1	19,2	20,1	-39,1	0,0	0,0	0,0	0,950	0,000	5015,861	0,0	-38,9		20:11:18:736		
003:13:00,000	-39,3	19,2	20,1	-39,3	0,0	0,0	0,0	0,950	0,000	5016,193	0,0	-38,9		20:12:18:736		
003:14:00,000	-39,3	19,0	20,0	-39,3	0,0	0,0	0,0	0,950	0,000	5016,009	0,0	-39,3		20:13:18:736		
003:15:00,000	-39,4	19,0	19,9	-39,4	0,0	0,0	0,0	0,950	0,000	5016,704	0,0	-39,4		20:14:18:736		
003:16:00,000	-39,4	19,0	19,9	-39,4	0,0	0,0	0,0	0,950	0,000	5015,981	0,0	-39,2		20:15:18:736		
003:17:00,000	-39,6	18,9	19,9	-39,6	0,0	0,0	0,0	0,950	0,000	5015,963	0,0	-39,5		20:16:18:736		
003:18:00,000	-39,5	18,9	19,8	-39,5	0,0	0,0	0,0	0,950	0,000	5016,250	0,0	-39,3		20:17:18:736		
003:19:00,000	-39,7	18,8	19,8	-39,6	0,0	0,0	0,0	0,950	0,000	5015,898	0,0	-39,4		20:18:18:736		
003:20:00,000	-39,6	18,8	19,8	-39,6	0,0	0,0	0,0	0,950	0,000	5015,907	0,0	-39,5		20:19:18:736		
003:21:00,000	-39,6	18,8	19,8	-39,6	0,0	0,0	0,0	0,950	0,000	5015,879	0,0	-39,4		20:20:18:736		
003:22:00,000	-39,6	18,8	19,8	-39,6	0,0	0,0	0,0	0,950	0,000	5016,330	0,0	-39,4		20:21:18:736		
003:23:00,000	-39,4	18,8	19,7	-39,4	0,0	0,0	0,0	0,950	0,000	5016,111	0,0	-39,2		20:22:18:736		
003:24:00,000	-39,1	18,7	19,6	-39,1	0,0	0,0	0,0	0,950	0,000	5015,574	0,0	-39,1		20:23:18:736		
003:25:00,000	-39,1	18,6	19,6	-39,0	0,0	0,0	0,0	0,950	0,000	5016,019	0,0	-38,8		20:24:18:736		
003:26:00,000	-38,8	18,6	19,5	-38,8	0,0	0,0	0,0	0,950	0,000	5015,679	0,0	-38,7		20:25:18:736		
003:27:00,000	-38,8	18,5	19,5	-38,8	0,0	0,0	0,0	0,950	0,000	5015,565	0,0	-38,6		20:26:18:736		
003:28:00,000	-38,7	18,5	19,5	-38,7	0,0	0,0	0,0	0,950	0,000	5016,157	0,0	-38,4		20:27:18:736		
003:29:00,000	-38,9	18,5	19,5	-38,9	0,0	0,0	0,0	0,950	0,000	5015,239	0,0	-38,6		20:28:18:736		
003:30:00,000	-38,9	18,5	19,5	-38,9	0,0	0,0	0,0	0,950	0,000	5015,759	0,0	-38,6		20:29:18:736		
003:31:00,000	-38,9	18,5	19,4	-38,9	0,0	0,0	0,0	0,950	0,000	5015,881	0,0	-38,8		20:30:18:736		
003:32:00,000	-39,1	18,5	19,4	-39,1	0,0	0,0	0,0	0,950	0,000	5016,000	0,0	-38,9		20:31:18:736		
003:33:00,000	-39,2	18,5	19,4	-39,2	0,0	0,0	0,0	0,950	0,000	5015,259	0,0	-39,1		20:32:18:736		
003:34:00,000	-39,5	18,4	19,4	-39,4	0,0	0,0	0,0	0,950	0,000	5015,898	0,0	-39,1		20:33:18:736		
003:35:00,000	-39,5	18,4	19,3	-39,5	0,0	0,0	0,0	0,950	0,000	5015,587	0,0	-39,4		20:34:18:736		
003:36:00,000	-39,7	18,3	19,3	-39,7	0,0	0,0	0,0	0,950	0,000	5014,639	0,0	-39,5		20:35:18:736		
003:37:00,000	-39,7	18,3	19,3	-39,7	0,0	0,0	0,0	0,950	0,000	5015,241	0,0	-39,5		20:36:18:736		
003:38:00,000	-39,7	18,3	19,3	-39,7	0,0	0,0	0,0	0,950	0,000	5015,927	0,0	-39,4		20:37:18:736		
003:39:00,000	-39,4	18,3	19,2	-39,4	0,0	0,0	0,0	0,950	0,000	5014,935	0,0	-39,4		20:38:18:736		
003:40:00,000	-39,4	18,3	19,2	-39,4	0,0	0,0	0,0	0,950	0,000	5015,537	0,0	-39,3		20:39:18:736		
003:41:00,000	-39,5	18,2	19,2	-39,5	0,0	0,0	0,0	0,950	0,000	5014,771	0,0	-39,3		20:40:18:736		
003:42:00,000	-39,5	18,2	19,2	-39,5	0,0	0,0	0,0	0,950	0,000	5014,231	0,0	-39,5		20:41:18:736		
003:43:00,000	-39,4	18,2	19,1	-39,4	0,0	0,0	0,0	0,950	0,000	5015,574	0,0	-39,1		20:42:18:736		
003:44:00,000	-39,5	18,1	19,1	-39,5	0,0	0,0	0,0	0,950	0,000	5014,509	0,0	-39,3		20:43:18:736		
003:45:00,000	-39,5	18,1	19,0	-39,5	0,0	0,0	0,0	0,950	0,000	5014,741	0,0	-39,3		20:44:18:736		
003:46:00,000	-39,4	18,1	19,0	-39,4	0,0	0,0	0,0	0,950	0,000	5014,973	0,0	-39,4		20:45:18:736		
003:47:00,000	-39,4	18,1	19,0	-39,4	0,0	0,0	0,0	0,950	0,000	5014,879	0,0	-39,3		20:46:18:736		
003:48:00,000	-39,4	18,0	19,0	-39,4	0,0	0,0	0,0	0,950	0,000	5015,139	0,0	-39,1		20:47:18:736		
003:49:00,000	-39,4	18,0	19,0	-39,4	0,0	0,0	0,0	0,950	0,000	5014,861	0,0	-39,2		20:48:18:736		
003:50:00,000	-39,4	18,0	18,9	-39,4	0,0	0,0	0,0	0,950	0,000	5015,250	0,0	-39,3		20:49:18:736		
003:51:00,000	-39,6	17,9	18,8	-39,5	0,0	0,0	0,0	0,950	0,000	5013,991	0,0	-39,4		20:50:18:736		
003:52:00,000	-39,6	17,9	18,8	-39,6	0,0	0,0	0,0	0,950	0,000	5014,833	0,0	-39,4		20:51:18:736		
003:53:00,000	-39,6	17,9	18,8	-39,5	0,0	0,0	0,0	0,950	0,000	5014,333	0,0	-39,3		20:52:18:736		
003:54:00,000	-39,7	17,8	18,8	-39,7	0,0	0,0	0,0	0,950	0,000	5014,688	0,0	-39,5		20:53:18:736		
003:55:00,000	-39,8	17,8	18,8	-39,8	0,0	0,0	0,0	0,950	0,000	5014,685	0,0	-39,7		20:54:18:736		
003:56:00,000	-39,9	17,8	18,7	-39,9	0,0	0,0	0,0	0,950	0,000	5015,463	0,0	-39,7		20:55:18:736		
003:57:00,000	-40,0	17,8	18,7	-40,0	0,0	0,0	0,0	0,950	0,000	5014,816	0,0	-39,9		20:56:18:736		
003:58:00,000	-40,0	17,8	18,7	-40,0	0,0	0,0	0,0	0,950	0,000	5014,621	0,0	-39,8		20:57:18:736		
003:59:00,000	-40,0	17,8	18,7	-40,0	0,0	0,0	0,0	0,950	0,000	5014,648	0,0	-39,7		20:58:18:736		
004:00:00,000	-39,9	17,8	18,7	-39,9	0,0	0,0	0,0	0,950	0,000	5014,697	0,0	-39,8		20:59:18:736		
004:01:00,000	-40,0	17,8	18,7	-40,0	0,0	0,0	0,0	0,950	0,000	5014,259	0,0	-40,0		21:00:18:736		
004:02:00,000	-40,2	17,8	18,7	-40,2	0,0	0,0	0,0	0,950	0,000	5015,926	0,0	-40,0		21:01:18:736		
004:03:00,000	-40,2	17,8	18,7	-40,2	0,0	0,0	0,0	0,950	0,000	5015,379	0,0	-40,0		21:02:18:736		
004:04:00,000	-40,2	17,7	18,6	-40,2	0,0	0,0	0,0	0,950	0,000	5014,945	0,0	-40,1		21:03:18:736		
004:05:00,000	-40,1	17,7	18,6	-40,1	0,0	0,0	0,0	0,950	0,000	5014,444	0,0	-40,0		21:04:18:736		
004:06:00,000	-39,9	17,7	18,6	-39,9	0,0	0,0	0,0	0,950	0,000	5014,220	0,0	-39,7		21:05:18:736		
004:07:00,000	-39,8	17,7	18,6	-39,8	0,0	0,0	0,0	0,950	0,000	5014,065	0,0	-39,7		21:06:18:736		
004:08:00,000	-39,6	17,7	18,6	-39,6	0,0	0,0	0,0	0,950	0,000	5019,435	0,0	-39,5		21:07:18:736		
004:09:00,000	-39,6	17,7	18,6	-39,6	0,0	0,0	0,0	0,950	0,000	5014,973	0,0	-39,6		21:08:18:736		
004:10:00,000	-39,9	17,7	18,6	-39,9	0,0	0,0	0,0	0,950	0,000	5014,889	0,0	-39,8		21:09:18:736		
004:11:00,000	-40,0	17,7	18,6	-40,0	0,0	0,0	0,0	0,950	0,000	5014,769	0,0	-39,9		21:10:18:736		
004:12:00,000	-40,0	17,6	18,5	-40,0	0,0	0,0	0,0	0,950	0,000	5014,450	0,0	-40,0		21:11:18:736		
004:13:00,000	-40,1	17,6	18,5	-40,1	0,0	0,0	0,0	0,950	0,000	5014,157	0,0	-40,0		21:12:18:736		
004:14:00,000	-40,2	17,6	18,5	-40,2	0,0	0,0	0,0	0,950	0,000	5013,963	0,0	-40,0		21:13:18:736		
004:15:00,000	-40,4	17,5	18,5	-40,4	0,0	0,0	0,0	0,950	0,000	5014,685	0,0	-40,2		21:14:18:736		
004:16:00,000	-40,5	17,5	18,4	-40,5	0,0	0,0	0,0	0,950	0,000	5014,624	0,0	-40,3		21:15:18:736		
004:17:00,000	-40,7	17,4	18,3	-40,7	0,0	0,0	0,0	0,950	0,000	5014,009	0,0	-40,3		21:16:18:736		
004:18:00,000	-40,7	17,4	18,3	-40,7	0,0	0,0	0,0	0,950	0,000	5014,426	0,0	-40,4		21:17:18:736		
004:19:00,000	-40,8	17,3	18,3	-40,8	0,0	0,0	0,0	0,950	0,000	5013,648	0,0	-40,5		21:18:18:736		
004:20:00,000	-40,7	17,3	18,2	-40,7	0,0	0,0	0,0	0,950	0,000	5013,991	0,0	-40,5		21:19:18:736		
004:21:00,000	-40,7	17,3	18,2	-40,7	0,0	0,0	0,0	0,950	0,000	5013,685	0,0	-40,5		21:20:18:736		
004:22:00,000	-40,6	17,3	18,2	-40,6	0,0	0,0	0,0	0,950	0,000	5013,694	0,0	-40,6		21:21:18:736		
004:23:00,000	-40,4	17,3	18,2	-40,4	0,0	0,0	0,0	0,950	0,000	5013,862	0,0	-40,5		21:22:18:736		
004:24:00,000	-40,4	17,3	18,2	-40,4	0,0	0,0	0,0	0,950	0,000	5014,231	0,0	-40,3		21:23:18:736		
004:25:00,000	-40,4	17,3	18,2	-40,4	0,0	0,0	0,0	0,950	0,000	5014,648	0,0	-40,3		21:24:18:736		
004:26:00,000	-40,2	17,3	18,2	-40,2	0,0	0,0	0,0	0,950	0,000	5014,074	0,0	-40,2		21:25:18:736		
004:27:00,000	-40,1	17,3	18,2	-40,1	0,0	0,0	0,0	0,950	0,000	5013,389	0,0	-40,0		21:26:18:736		
004:28:00,000	-40,0	17,3	18,2	-40,0	0,0	0,0	0,0	0,950	0,000	5014,275	0,0	-39,8		21:27:18:736		
004:29:00,000	-40,0	17,3	18,2	-40,0	0,0	0,0	0,0	0,950	0,000	5014,028	0,0	-39,7		21:28:18:736		
004:30:00,000	-40,2	17,3	18,2	-40,2	0,0	0,0	0,0	0,950	0,000	5012,935	0,0	-40,1		21:29:18:736		
004:31:00,000	-40,3	17,3	18,2	-40,2	0,0	0,0	0,0	0,950	0,000	5013,167	0,0	-40,1		21:30:18:736		
004:32:00,000	-40,4	17,3	18,2	-40,4	0,0	0,0	0,0	0,950	0,000	5014,523	0,0	-40,2		21:31:18:736		
004:33:00,000	-40,6	17,2	18,1	-40,5	0,0	0,0	0,0	0,950	0,000	5013,574	0,0	-40,5		21:32:18:736		
004:34:00,000	-40,5	17,2	18,1	-40,5	0,0	0,0	0,0	0,950	0,000	5013,537	0,0	-40,4		21:33:18:736		
004:35:00,000	-40,7	17,1	18,0	-40,7	0,0	0,0	0,0	0,950	0,000	5012,907	0,0	-40,5		21:34:18:736		
004:36:00,000	-40,7	17,1	18,0	-40,7	0,0	0,0	0,0	0,950	0,000	5012,602	0,0	-40,7		21:35:18:736		
004:37:00,000	-40,9	17,1	18,0	-40,9	0,0	0,0	0,0	0,950	0,000	5012,046	0,0	-40,8		21:36:18:736		
004:38:00,000	-41,0	17,1	18,0	-41,0	0,0	0,0	0,0	0,950	0,000	5013,713	0,0	-40,9		21:37:18:736		
004:39:00,000	-41,0	17,1	18,0	-41,0	0,0	0,0	0,0	0,950	0,000	5012,694	0,0	-40,8		21:38:18:736		
004:40:00,000	-41,0	17,1	18,0	-41,0	0,0	0,0	0,0	0,950	0,000	5012,661	0,0	-40,7		21:39:18:736		
004:41:00,000	-40,8	17,1	18,0	-40,8	0,0	0,0	0,0	0,950	0,000	5013,157	0,0	-40,8		21:40:18:736		
004:42:00,000	-40,7	17,1	18,0	-40,7	0,0	0,0	0,0	0,950	0,000	5012,963	0,0	-40,6		21:41:18:736		
004:43:00,000	-40,6	17,1	18,0	-40,6	0,0	0,0	0,0	0,950	0,000	5012,741	0,0	-40,5		21:42:18:736		
004:44:00,000	-40,5	17,1	18,0	-40,5	0,0	0,0	0,0	0,950	0,000	5013,065	0,0	-40,3		21:43:18:736		
004:45:00,000	-40,5	17,1	18,0	-40,5	0,0	0,0	0,0	0,950	0,000	5012,248	0,0	-40,6		21:44:18:736		
004:46:00,000	-40,5	17,1	18,0	-40,5	0,0	0,0	0,0	0,950	0,000	5012,583	0,0	-40,2		21:45:18:736		
004:47:00,000	-40,5	17,0	18,0	-40,5	0,0	0,0	0,0	0,950	0,000	5013,532	0,0	-40,3		21:46:18:736		
004:48:00,000	-40,7	17,0	17,9	-40,7	0,0	0,0	0,0	0,950	0,000	5013,824	0,0	-40,3		21:47:18:736		
004:49:00,000	-40,9	17,0	17,9	-40,9	0,0	0,0	0,0	0,950	0,000	5013,504	0,0	-40,7		21:48:18:736		
004:50:00,000	-40,9	17,0	17,9	-40,9	0,0	0,0	0,0	0,950	0,000	5012,907	0,0	-40,8		21:49:18:736		
004:51:00,000	-40,7	17,0	17,9	-40,7	0,0	0,0	0,0	0,950	0,000	5012,407	0,0	-40,4		21:50:18:736		
004:52:00,000	-40,7	17,0	17,9	-40,7	0,0	0,0	0,0	0,950	0,000	5013,211	0,0	-40,6		21:51:18:736		
004:53:00,000	-40,8	17,0	17,9	-40,8	0,0	0,0	0,0	0,950	0,000	5012,667	0,0	-40,7		21:52:18:736		
004:54:00,000	-40,9	17,0	17,9	-40,9	0,0	0,0	0,0	0,950	0,000	5012,491	0,0	-40,7		21:53:18:736		
004:55:00,000	-41,0	17,0	17,9	-41,0	0,0	0,0	0,0	0,950	0,000	5012,936	0,0	-40,7		21:54:18:736		
004:56:00,000	-41,1	17,0	17,9	-41,1	0,0	0,0	0,0	0,950	0,000	5012,935	0,0	-40,8		21:55:18:736		
004:57:00,000	-41,3	17,0	17,9	-41,3	0,0	0,0	0,0	0,950	0,000	5013,306	0,0	-41,2		21:56:18:736		
004:58:00,000	-41,3	17,0	17,9	-41,3	0,0	0,0	0,0	0,950	0,000	5013,352	0,0	-41,0		21:57:18:736		
004:59:00,000	-41,3	17,0	17,9	-41,2	0,0	0,0	0,0	0,950	0,000	5012,704	0,0	-41,1		21:58:18:736		
005:00:00,000	-41,2	16,9	17,8	-41,2	0,0	0,0	0,0	0,950	0,000	5012,257	0,0	-41,0		21:59:18:736		
005:01:00,000	-41,1	16,9	17,8	-41,1	0,0	0,0	0,0	0,950	0,000	5012,333	0,0	-40,9		22:00:18:736		
005:02:00,000	-41,2	16,9	17,8	-41,2	0,0	0,0	0,0	0,950	0,000	5013,083	0,0	-41,1		22:01:18:736		
005:03:00,000	-41,3	16,9	17,8	-41,3	0,0	0,0	0,0	0,950	0,000	5013,250	0,0	-41,1		22:02:18:736		
005:04:00,000	-41,3	16,9	17,8	-41,3	0,0	0,0	0,0	0,950	0,000	5012,605	0,0	-41,0		22:03:18:736		
005:05:00,000	-41,3	16,9	17,8	-41,3	0,0	0,0	0,0	0,950	0,000	5012,009	0,0	-41,2		22:04:18:736		
005:06:00,000	-41,6	16,8	17,7	-41,6	0,0	0,0	0,0	0,950	0,000	5011,759	0,0	-41,2		22:05:18:736		
005:07:00,000	-41,8	16,8	17,7	-41,8	0,0	0,0	0,0	0,950	0,000	5012,898	0,0	-41,6		22:06:18:736		
005:08:00,000	-41,8	16,8	17,7	-41,8	0,0	0,0	0,0	0,950	0,000	5012,954	0,0	-41,6		22:07:18:736		
005:09:00,000	-41,7	16,8	17,7	-41,7	0,0	0,0	0,0	0,950	0,000	5012,935	0,0	-41,4		22:08:18:736		
005:10:00,000	-41,5	16,7	17,6	-41,5	0,0	0,0	0,0	0,950	0,000	5012,853	0,0	-41,3		22:09:18:736		
005:11:00,000	-41,4	16,7	17,6	-41,4	0,0	0,0	0,0	0,950	0,000	5013,343	0,0	-41,1		22:10:18:736		
005:12:00,000	-41,4	16,6	17,5	-41,4	0,0	0,0	0,0	0,950	0,000	5012,404	0,0	-41,3		22:11:18:736		
005:13:00,000	-41,4	16,6	17,5	-41,4	0,0	0,0	0,0	0,950	0,000	5012,074	0,0	-41,2		22:12:18:736		
005:14:00,000	-41,5	16,5	17,5	-41,5	0,0	0,0	0,0	0,950	0,000	5012,611	0,0	-41,3		22:13:18:736		
005:15:00,000	-41,4	16,5	17,4	-41,4	0,0	0,0	0,0	0,950	0,000	5012,220	0,0	-41,2		22:14:18:736		
005:16:00,000	-41,4	16,5	17,4	-41,4	0,0	0,0	0,0	0,950	0,000	5011,796	0,0	-41,1		22:15:18:736		
005:17:00,000	-41,5	16,5	17,4	-41,5	0,0	0,0	0,0	0,950	0,000	5012,602	0,0	-41,3		22:16:18:736		
005:18:00,000	-41,5	16,5	17,4	-41,5	0,0	0,0	0,0	0,950	0,000	5012,398	0,0	-41,3		22:17:18:736		
005:19:00,000	-41,6	16,5	17,4	-41,6	0,0	0,0	0,0	0,950	0,000	5011,908	0,0	-41,4		22:18:18:736		
005:20:00,000	-41,4	16,6	17,4	-41,4	0,0	0,0	0,0	0,950	0,000	5012,833	0,0	-41,3		22:19:18:736		
005:21:00,000	-41,2	16,6	17,4	-41,2	0,0	0,0	0,0	0,950	0,000	5012,569	0,0	-41,0		22:20:18:736		
005:22:00,000	-41,1	16,6	17,4	-41,1	0,0	0,0	0,0	0,950	0,000	5012,500	0,0	-40,9		22:21:18:736		
005:23:00,000	-41,2	16,5	17,4	-41,2	0,0	0,0	0,0	0,950	0,000	5012,496	0,0	-41,1		22:22:18:736		
005:24:00,000	-41,2	16,5	17,4	-41,2	0,0	0,0	0,0	0,950	0,000	5012,176	0,0	-40,9		22:23:18:736		
005:25:00,000	-41,4	16,5	17,4	-41,4	0,0	0,0	0,0	0,950	0,000	5012,371	0,0	-41,1		22:24:18:736		
005:26:00,000	-41,5	16,4	17,4	-41,5	0,0	0,0	0,0	0,950	0,000	5012,789	0,0	-41,4		22:25:18:736		
005:27:00,000	-41,5	16,4	17,3	-41,4	0,0	0,0	0,0	0,950	0,000	5011,907	0,0	-41,2		22:26:18:736		
005:28:00,000	-41,4	16,4	17,3	-41,4	0,0	0,0	0,0	0,950	0,000	5012,954	0,0	-41,1		22:27:18:736		
005:29:00,000	-41,5	16,4	17,3	-41,5	0,0	0,0	0,0	0,950	0,000	5012,083	0,0	-41,3		22:28:18:736		
005:30:00,000	-41,5	16,5	17,3	-41,5	0,0	0,0	0,0	0,950	0,000	5011,853	0,0	-41,3		22:29:18:736		
005:31:00,000	-41,4	16,5	17,3	-41,4	0,0	0,0	0,0	0,950	0,000	5012,250	0,0	-41,2		22:30:18:736		
005:32:00,000	-41,2	16,5	17,3	-41,2	0,0	0,0	0,0	0,950	0,000	5011,722	0,0	-41,0		22:31:18:736		
005:33:00,000	-41,0	16,5	17,3	-41,0	0,0	0,0	0,0	0,950	0,000	5011,504	0,0	-41,0		22:32:18:736		
005:34:00,000	-40,9	16,5	17,3	-40,9	0,0	0,0	0,0	0,950	0,000	5012,009	0,0	-40,8		22:33:18:736		
005:35:00,000	-40,9	16,5	17,3	-40,9	0,0	0,0	0,0	0,950	0,000	5011,343	0,0	-40,7		22:34:18:736		
005:36:00,000	-41,0	16,4	17,3	-41,0	0,0	0,0	0,0	0,950	0,000	5011,509	0,0	-40,7		22:35:18:736		
005:37:00,000	-41,0	16,4	17,3	-41,0	0,0	0,0	0,0	0,950	0,000	5012,333	0,0	-40,8		22:36:18:736		
005:38:00,000	-41,0	16,4	17,3	-41,0	0,0	0,0	0,0	0,950	0,000	5012,519	0,0	-40,8		22:37:18:736		
005:39:00,000	-41,1	16,4	17,3	-41,1	0,0	0,0	0,0	0,950	0,000	5012,211	0,0	-40,8		22:38:18:736		
005:40:00,000	-41,1	16,4	17,3	-41,1	0,0	0,0	0,0	0,950	0,000	5012,167	0,0	-41,1		22:39:18:736		
005:41:00,000	-41,2	16,4	17,3	-41,2	0,0	0,0	0,0	0,950	0,000	5012,651	0,0	-41,0		22:40:18:736		
005:42:00,000	-41,1	16,4	17,3	-41,1	0,0	0,0	0,0	0,950	0,000	5012,083	0,0	-40,9		22:41:18:736		
005:43:00,000	-40,8	16,4	17,3	-40,8	0,0	0,0	0,0	0,950	0,000	5012,472	0,0	-40,8		22:42:18:736		
005:44:00,000	-40,7	16,4	17,3	-40,7	0,0	0,0	0,0	0,950	0,000	5011,725	0,0	-40,3		22:43:18:736		
005:45:00,000	-40,4	16,4	17,3	-40,4	0,0	0,0	0,0	0,950	0,000	5012,287	0,0	-40,3		22:44:18:736		
005:46:00,000	-40,3	16,4	17,3	-40,3	0,0	0,0	0,0	0,950	0,000	5011,769	0,0	-40,0		22:45:18:736		
005:47:00,000	-40,3	16,4	17,3	-40,3	0,0	0,0	0,0	0,950	0,000	5011,707	0,0	-40,1		22:46:18:736		
005:48:00,000	-40,5	16,4	17,3	-40,4	0,0	0,0	0,0	0,950	0,000	5012,667	0,0	-40,3		22:47:18:736		
005:49:00,000	-40,9	16,4	17,3	-40,9	0,0	0,0	0,0	0,950	0,000	5012,028	0,0	-40,5		22:48:18:736		
005:50:00,000	-41,1	16,3	17,3	-41,1	0,0	0,0	0,0	0,950	0,000	5012,174	0,0	-40,9		22:49:18:736		
005:51:00,000	-41,2	16,3	17,2	-41,2	0,0	0,0	0,0	0,950	0,000	5011,361	0,0	-41,1		22:50:18:736		
005:52:00,000	-41,3	16,3	17,2	-41,3	0,0	0,0	0,0	0,950	0,000	5011,537	0,0	-41,2		22:51:18:736		
005:53:00,000	-41,2	16,3	17,2	-41,2	0,0	0,0	0,0	0,950	0,000	5011,504	0,0	-40,9		22:52:18:736		
005:54:00,000	-40,9	16,3	17,2	-40,9	0,0	0,0	0,0	0,950	0,000	5011,778	0,0	-40,7		22:53:18:736		
005:55:00,000	-40,9	16,2	17,2	-40,9	0,0	0,0	0,0	0,950	0,000	5012,315	0,0	-40,7		22:54:18:736		
005:56:00,000	-40,8	16,2	17,1	-40,8	0,0	0,0	0,0	0,950	0,000	5012,312	0,0	-40,6		22:55:18:736		
005:57:00,000	-40,9	16,1	17,1	-40,9	0,0	0,0	0,0	0,950	0,000	5011,741	0,0	-40,5		22:56:18:736		
005:58:00,000	-40,8	16,1	17,0	-40,8	0,0	0,0	0,0	0,950	0,000	5012,667	0,0	-40,6		22:57:18:736		
005:59:00,000	-40,9	16,1	17,0	-40,9	0,0	0,0	0,0	0,950	0,000	5011,707	0,0	-40,7		22:58:18:736		
006:00:00,000	-41,0	16,1	17,0	-41,0	0,0	0,0	0,0	0,950	0,000	5011,583	0,0	-41,0		22:59:18:736		
006:01:00,000	-41,3	16,1	17,0	-41,3	0,0	0,0	0,0	0,950	0,000	5011,312	0,0	-40,9		23:00:18:736		
006:02:00,000	-41,4	16,1	17,0	-41,3	0,0	0,0	0,0	0,950	0,000	5011,704	0,0	-41,0		23:01:18:736		
006:03:00,000	-41,3	16,1	17,0	-41,3	0,0	0,0	0,0	0,950	0,000	5012,565	0,0	-41,1		23:02:18:736		
006:04:00,000	-41,1	16,2	17,0	-41,1	0,0	0,0	0,0	0,950	0,000	5011,661	0,0	-40,9		23:03:18:736		
006:05:00,000	-41,2	16,2	17,0	-41,1	0,0	0,0	0,0	0,950	0,000	5012,556	0,0	-40,9		23:04:18:736		
006:06:00,000	-41,1	16,2	17,0	-41,1	0,0	0,0	0,0	0,950	0,000	5011,629	0,0	-40,7		23:05:18:736		
006:07:00,000	-40,9	16,2	17,0	-40,9	0,0	0,0	0,0	0,950	0,000	5011,065	0,0	-40,8		23:06:18:736		
006:08:00,000	-40,8	16,2	17,0	-40,8	0,0	0,0	0,0	0,950	0,000	5011,981	0,0	-40,7		23:07:18:736		
006:09:00,000	-40,5	16,2	17,0	-40,5	0,0	0,0	0,0	0,950	0,000	5012,019	0,0	-40,4		23:08:18:736		
006:10:00,000	-40,5	16,2	17,0	-40,5	0,0	0,0	0,0	0,950	0,000	5011,833	0,0	-40,6		23:09:18:736		
006:11:00,000	-40,5	16,2	17,0	-40,5	0,0	0,0	0,0	0,950	0,000	5011,621	0,0	-40,4		23:10:18:736		
006:12:00,000	-40,6	16,1	17,0	-40,6	0,0	0,0	0,0	0,950	0,000	5011,713	0,0	-40,3		23:11:18:736		
006:13:00,000	-40,5	16,1	17,0	-40,5	0,0	0,0	0,0	0,950	0,000	5011,835	0,0	-40,3		23:12:18:736		
006:14:00,000	-40,6	16,1	17,0	-40,6	0,0	0,0	0,0	0,950	0,000	5011,852	0,0	-40,3		23:13:18:736		
006:15:00,000	-40,6	16,1	17,0	-40,5	0,0	0,0	0,0	0,950	0,000	5011,852	0,0	-40,3		23:14:18:736		
006:16:00,000	-40,4	16,1	17,0	-40,3	0,0	0,0	0,0	0,950	0,000	5011,500	0,0	-40,1		23:15:18:736		
006:17:00,000	-40,2	16,1	17,0	-40,2	0,0	0,0	0,0	0,950	0,000	5012,303	0,0	-40,0		23:16:18:736		
006:18:00,000	-40,1	16,0	17,0	-40,1	0,0	0,0	0,0	0,950	0,000	5011,731	0,0	-39,9		23:17:18:736		
006:19:00,000	-40,3	16,0	17,0	-40,3	0,0	0,0	0,0	0,950	0,000	5011,824	0,0	-40,1		23:18:18:736		
006:20:00,000	-40,5	16,0	16,9	-40,4	0,0	0,0	0,0	0,950	0,000	5010,991	0,0	-40,2		23:19:18:736		
006:21:00,000	-40,4	16,0	16,9	-40,4	0,0	0,0	0,0	0,950	0,000	5011,496	0,0	-40,3		23:20:18:736		
006:22:00,000	-40,1	16,0	16,9	-40,1	0,0	0,0	0,0	0,950	0,000	5012,121	0,0	-40,0		23:21:18:736		
006:23:00,000	-39,9	16,0	16,9	-39,9	0,0	0,0	0,0	0,950	0,000	5011,222	0,0	-39,8		23:22:18:736		
006:24:00,000	-39,6	16,0	16,9	-39,6	0,0	0,0	0,0	0,950	0,000	5011,371	0,0	-39,3		23:23:18:736		
006:25:00,000	-40,1	16,1	16,9	-40,1	0,0	0,0	0,0	0,950	0,000	5011,389	0,0	-39,9		23:24:18:736		
006:26:00,000	-40,2	16,1	16,9	-40,2	0,0	0,0	0,0	0,950	0,000	5012,239	0,0	-39,9		23:25:18:736		
006:27:00,000	-40,5	16,0	16,9	-40,5	0,0	0,0	0,0	0,950	0,000	5011,676	0,0	-40,3		23:26:18:736		
006:28:00,000	-40,5	16,0	16,9	-40,5	0,0	0,0	0,0	0,950	0,000	5012,157	0,0	-40,2		23:27:18:736		
006:29:00,000	-40,7	15,9	16,9	-40,7	0,0	0,0	0,0	0,950	0,000	5011,157	0,0	-40,5		23:28:18:736		
006:30:00,000	-40,7	15,9	16,9	-40,7	0,0	0,0	0,0	0,950	0,000	5010,778	0,0	-40,5		23:29:18:736		
006:31:00,000	-40,6	15,9	16,8	-40,6	0,0	0,0	0,0	0,950	0,000	5011,532	0,0	-40,4		23:30:18:736		
